duration_s,power_w
1272,192.42688679245285
1273,192.45954438334638
1274,192.49293563579278
1275,192.5223529411765
1276,192.54937304075236
1277,192.57165231010177
1278,192.60798122065728
1279,192.64503518373724
1280,192.67890624999998
1281,192.71116315378615
1282,192.7433697347894
1283,192.77630553390495
1284,192.8076323987539
1285,192.834241245136
1286,192.8522550544324
1287,192.87024087024088
1288,192.89596273291923
1289,192.9208688906128
1290,192.93953488372094
1291,192.95739736638262
1292,192.9798761609907
1293,193.00696055684458
1294,193.03400309119004
1295,193.06332046332042
1296,193.0949074074074
1297,193.13261372397844
1298,193.16563944530046
1299,193.19861431870672
1300,193.2238461538461
1301,193.24212144504224
1302,193.25115207373273
1303,193.25863392171914
1304,193.27377300613492
1305,193.3095785440613
1306,193.35145482388978
1307,193.38408569242543
1308,193.41437308868495
1309,193.43926661573718
1310,193.46717557251907
1311,193.48893974065598
1312,193.50533536585365
1313,193.5163747143945
1314,193.51750380517504
1315,193.52015209125472
1316,193.53799392097264
1317,193.55884586180716
1318,193.55842185128986
1319,193.52463987869598
1320,193.4901515151515
1321,193.44890234670703
1322,193.4084720121028
1323,193.36583522297812
1324,193.32326283987908
1325,193.28
1326,193.2352941176469
1327,193.1876412961568
1328,193.14006024096386
1329,193.09405568096315
1330,193.04586466165412
1331,192.99398948159285
1332,192.94444444444443
1333,192.90172543135787
1334,192.86281859070462
1335,192.83970037453184
1336,192.8330838323354
1337,192.8145100972326
1338,192.78176382660686
1339,192.73935772964902
1340,192.68582089552237
1341,192.63236390753164
1342,192.58941877794334
1343,192.56440804169767
1344,192.53422619047618
1345,192.50185873605952
1346,192.46359583952432
1347,192.42316258351894
1348,192.38130563798217
1349,192.3365455893254
1350,192.29185185185185
1351,192.25314581791267
1352,192.2211538461539
1353,192.19955654101997
1354,192.17799113737075
1355,192.14612546125457
1356,192.1120943952802
1357,192.069270449521
1358,192.02430044182603
1359,191.9779249448124
1360,191.93161764705877
1361,191.88684790595147
1362,191.84214390602054
1363,191.79677182685256
1364,191.75293255131965
1365,191.71428571428552
1366,191.67569546120058
1367,191.6283833211412
1368,191.5818713450291
1369,191.5420014609204
1370,191.50145985401457
1371,191.45587162654996
